especieId,version,reino,division,clase,orden,familia,genero,nombre-cientifico,nombre-comun,origen,estado-conservacion
8275,1,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Histiotus,Histiotus laephotis,Murciélago orejudo de Thomas,Nativa,En Peligro (EN)
464,1,Plantae,Pteridophyta,Lycopodiopsida,Lycopodales,Lycopodiaceae,Huperzia,Huperzia fuegiana,,Nativa,Vulnerable (VU)
5420,1,Fungi,Basidiomycota,Basidiomycetes/Agaricomycetes,Agaricales,Tricholomataceae,Hygrocybe,Hygrocybe striatella,Desconocido,Nativa,Vulnerable (VU)
8277,1,Fungi,Basidiomycota,Basidiomycetes/Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,Hygrophorus nothofagi,,Nativa,En Peligro (EN)
467,1,Plantae,Pteridophyta,Filicopsida,Filicales,Hymenophyllaceae,Hymenophyllum,Hymenophyllum cuneatum,,Nativa,"En Peligro (EN), Preocupación menor (LC)"
469,1,Plantae,Pteridophyta,Filicopsida,Filicales,Hymenophyllaceae,Hymenophyllum,Hymenophyllum falklandicum,,Nativa,"En Peligro (EN), Preocupación menor (LC)"
470,1,Plantae,Pteridophyta,Filicopsida,Filicales,Hymenophyllaceae,Hymenophyllum,Hymenophyllum ferrugineum,,Nativa,"En Peligro (EN), Preocupación menor (LC)"
471,1,Plantae,Pteridophyta,Filicopsida,Filicales,Hymenophyllaceae,Hymenophyllum,Hymenophyllum fuciforme,,Nativa,"En Peligro (EN), Preocupación menor (LC)"
473,1,Plantae,Pteridophyta,Filicopsida,Filicales,Hymenophyllaceae,Hymenophyllum,Hymenophyllum pectinatum,,Nativa,"En Peligro (EN), Preocupación menor (LC)"
303,1,Plantae,Pteridophyta,Filicopsida,Filicales,Hymenophyllaceae,Hymenophyllum,Hymenophyllum rugosum,Helecho película,Nativa,Vulnerable (VU)
475,1,Plantae,Pteridophyta,Filicopsida,Filicales,Hymenophyllaceae,Hymenophyllum,Hymenophyllum secundum,,Nativa,"En Peligro (EN), Preocupación menor (LC)"
476,1,Plantae,Pteridophyta,Filicopsida,Filicales,Hymenophyllaceae,Hymenophyllum,Hymenophyllum tortuosum,,Nativa,"En Peligro (EN), Preocupación menor (LC)"
2863,1,Plantae,Pteridophyta,Filicopsida,Filicales,Hymenophyllaceae,Hymenophyllum,Hymenophyllum umbratile,,Nativa,Vulnerable (VU)
477,1,Plantae,Pteridophyta,Filicopsida,Filicales,Dennstaedtiaceae,Hypolepis,Hypolepis poeppigii,Pesebre,Nativa,"En Peligro (EN), Preocupación menor (LC)"
51,1,Animalia,Chordata,Amphibia,Anura,Cycloramphidae,Insuetophrynus,Insuetophrynus acarpicus,Sapo de Mehuín,Nativa,"En Peligro (EN), Rara"
248,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Islaya,Islaya iquiquensis,Ariqueño,Nativa,Vulnerable (VU)
87,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Islaya,Islaya islayensis,,Nativa,En Peligro (EN)
2666,1,Plantae,Pteridophyta,Lycopodiopsida,Isoetales,Isoetaceae,Isoetes,Isoetes araucaniana,,Nativa,En Peligro (EN)
478,1,Plantae,Pteridophyta,Lycopodiopsida,Isoetales,Isoetaceae,Isoetes,Isoetes hieronymi,,Nativa,En peligro crítico (CR)
1126,1,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Ivania,Ivania cremnophila,Yerba gato,Nativa,Extinta (EX)
304,1,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Juania,Juania australis,Chonta,Nativa,En Peligro (EN)
251,1,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Jubaea,Jubaea chilensis,Palma chilena,Nativa,Vulnerable (VU)
305,1,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Lactoridaceae,Lactoris,Lactoris fernandeziana,Falsa pimienta,Nativa,"En Peligro (EN), Rara"
809,1,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,Lagenorhynchus australis,Delfín austral,Nativa,"Insuficientemente Conocida, Preocupación menor (LC), Vulnerable (VU)"
811,1,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,Lagenorhynchus obscurus,Delfín obscuro,Nativa,"Insuficientemente Conocida, Preocupación menor (LC), Vulnerable (VU)"
763,1,Animalia,Chordata,Mammalia,Rodentia,Chinchillidae,Lagidium,Lagidium viscacia,Vizcacha,Nativa,En Peligro (EN)
764,1,Animalia,Chordata,Mammalia,Rodentia,Chinchillidae,Lagidium,Lagidium wolffsohni,Vizcacha austral,Nativa,Vulnerable (VU)
756,1,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Lama,Lama guanicoe,Guanaco,Nativa,"Preocupación menor (LC), Vulnerable (VU)"
8193,1,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Verbenaceae,Lampayo,Lampayo hieronymi,Lampaya macho,Nativa,Vulnerable (VU)
681,1,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larosterna,Larosterna inca,Gaviotín monja,Nativa,Vulnerable (VU)
682,1,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus modestus,Gaviota garuma,Nativa,"Rara, Vulnerable (VU)"
683,1,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus serranus,Gaviota andina,Nativa,"Rara, Vulnerable (VU)"
254,1,Plantae,Magnoliophyta,Magnoliopsida,Mirtales,Myrtaceae,Legrandia,Legrandia concinna,Luma del Norte,Nativa,En Peligro (EN)
92,1,Plantae,Magnoliophyta,Liliopsida,Liliales,Alstroemeriaceae,Leontochir,Leontochir ovallei,Garra de león,Nativa,"En Peligro (EN), Rara"
13,1,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus guigna,Güiña,Nativa,"Casi amenazada (NT), Vulnerable (VU)"
14,1,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus jacobita,Gato montés andino,Nativa,"En Peligro (EN), Rara"
8279,1,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Lepidium,Lepidium horstii,,Nativa,En peligro crítico (CR)
669,1,Animalia,Chordata,Reptilia,Testudines,Araneae,Lepidochelys,Lepidochelys olivacea,Tortuga olivácea,Nativa,"Insuficientemente Conocida, Vulnerable (VU)"
1844,1,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Leucheria,Leucheria polyclados,,Nativa,En Peligro (EN)
1128,1,Plantae,Magnoliophyta,Liliopsida,Asparagales,Alliaceae,Leucocoryne,Leucocoryne conferta,Cebollín,Nativa,Vulnerable (VU)
481,1,Plantae,Magnoliophyta,Liliopsida,Asparagales,Alliaceae,Leucocoryne,Leucocoryne foetida,Cebollín,Nativa,Vulnerable (VU)
2804,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus araucaniensis,Lagartija de la Araucanía,Nativa,Vulnerable (VU)
838,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus audituvelata,Dragón de oído cubierto,Nativa,Vulnerable (VU)
843,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus buergeri,Lagartija de Bürger,Nativa,En Peligro (EN)
2806,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus coeruleus,Lagartija celeste,Nativa,En Peligro (EN)
5421,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus confusus,Lagartija de Lolol,Nativa,En peligro crítico (CR)
847,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus cristiani,Lagartija de Cristián,Nativa,Vulnerable (VU)
848,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus curicensis,Lagartija de Curicó,Nativa,Vulnerable (VU)
849,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus curis,Lagarto negro,Nativa,En peligro crítico (CR)
852,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus donosoi,Lagartija de Donoso,Nativa,En Peligro (EN)
856,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus fabiani,Lagartija de Fabián,Nativa,En Peligro (EN)
858,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus fitzingerii,Lagartija de Fitzinger,Nativa,En Peligro (EN)
2802,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus frassinettii,Lagarto de Frassinetti,Nativa,En Peligro (EN)
860,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus gravenhorsti,Lagartija de Gravenhorst,Nativa,Vulnerable (VU)
861,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus hellmichi,Lagartija de Hellmich,Nativa,Vulnerable (VU)
2805,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus hermannunezi,Lagartija de Herman Núñez,Nativa,En peligro crítico (CR)
863,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus isabelae,Lagartija de Isabel,Nativa,Vulnerable (VU)
866,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus juanortizi,Lagarto de Juan Carlos Ortiz,Nativa,Vulnerable (VU)
872,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus lineomaculatus,Lagartija de tres líneas,Nativa,Vulnerable (VU)
873,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus lorenzmuelleri,Lagarto de Lorenz Müller,Nativa,Vulnerable (VU)
875,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus maldonadae,Lagartija de Maldonado,Nativa,Vulnerable (VU)
2851,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus manueli,Lagartija de Manuel,Nativa,En Peligro (EN)
883,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,LIolaemus patriciaiturrae,Lagartija de Patricia Iturra,Nativa,Vulnerable (VU)
884,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus paulinae,Lagartija de Paulina,Nativa,Vulnerable (VU)
923,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus poconchilensis,Dragón de Poconchile,Nativa,En Peligro (EN)
888,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus ramonensis,Lagartija leopardo del Ramón,Nativa,Vulnerable (VU)
889,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus reichei,Dragón de Reiche,Nativa,Vulnerable (VU)
844,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus riodamas,Lagarto de Cei,Nativa,En Peligro (EN)
890,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus robertoi,Lagartija de Roberto,Nativa,Vulnerable (VU)
891,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus rosenmanni,Lagartija de Rosenmann,Nativa,Vulnerable (VU)
893,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus schroederi,Lagartija de Schröeder,Nativa,Vulnerable (VU)
2829,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus scolaroi,Lagartija de Scolaro,Nativa,En Peligro (EN)
895,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus silvai,Lagartija de Silva,Nativa,Vulnerable (VU)
896,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus stolzmanni,Dragón de Stolzmann,Nativa,Vulnerable (VU)
898,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Liolaemus,Liolaemus valdesianus,Lagarto de Lo Valdés,Nativa,Vulnerable (VU)
483,1,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Campanulaceae,Lobelia,Lobelia bridgesii,Tupa rosada,Nativa,Vulnerable (VU)
432,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Lobivia,Lobivia formosa,Koko,Nativa,Vulnerable (VU)
9,1,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lontra,Lontra felina,Chungungo,Nativa,Vulnerable (VU)
10,1,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lontra,Lontra provocax,Huillín,Nativa,En Peligro (EN)
1159,1,Plantae,Magnoliophyta,Liliopsida,Juncales,Juncaceae,Luzula,Luzula masafuerana,,Nativa,En peligro crítico (CR)
740,1,Animalia,Chordata,Mammalia,Carnivora,Canidae,Lycalopex,Lycalopex culpaeus,Zorro culpeo,Nativa,"Preocupación menor (LC), Vulnerable (VU)"
16,1,Animalia,Chordata,Mammalia,Carnivora,Canidae,Lycalopex,Lycalopex fulvipes,Zorro de Chiloé,Nativa,En Peligro (EN)
8280,1,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Lycapsus,Lycapsus tenuifolius,,Nativa,En peligro crítico (CR)
2865,1,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,Lycium,Lycium boerhaviaefolia,Coralito del norte,Nativa,Vulnerable (VU)
486,1,Plantae,Pteridophyta,Lycopodiopsida,Lycopodales,Lycopodiaceae,Lycopodium,Lycopodium gayanum,,Nativa,"En peligro crítico (CR), Preocupación menor (LC)"
1160,1,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,Machaerina,Machaerina scirpoidea,,Nativa,Vulnerable (VU)
1193,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Maihuenia,Maihuenia patagonica,Chupa sangre,Nativa,En Peligro (EN)
93,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Maihueniopsis,Maihueniopsis crassispina,Cactus,Nativa,"En Peligro (EN), Rara"
1194,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Maihueniopsis,Maihueniopsis darwinii,Cactus,Nativa,En peligro crítico (CR)
94,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Maihueniopsis,Maihueniopsis domeykoensis,Cactus,Nativa,"En Peligro (EN), Rara"
95,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Maihueniopsis,Maihueniopsis grandiflora,Cactus,Nativa,"En Peligro (EN), Rara"
255,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Maihueniopsis,Maihueniopsis nigrispina,Cacto,Nativa,"Rara, Vulnerable (VU)"
96,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Maihueniopsis,Maihueniopsis wagenknechtii,Cactus,Nativa,"Rara, Vulnerable (VU)"
491,1,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Malesherbiaceae,Malesherbia,Malesherbia auristipulata,Ají de zorra,Nativa,Vulnerable (VU)
97,1,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Malesherbiaceae,Malesherbia,Malesherbia tenuifolia,Farolito rojo,Nativa,Vulnerable (VU)
98,1,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Malesherbiaceae,Malesherbia,Malesherbia tocopillana,Farolito,Nativa,"En Peligro (EN), Rara"
1161,1,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Margyricarpus,Margyricarpus digynus,Savinilla,Nativa,En peligro crítico (CR)
492,1,Plantae,Pteridophyta,Filicopsida,Marsileales,Marsileaceae,Marsilea,Marsilea mollis,,Nativa,Vulnerable (VU)
1162,1,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Megalachne,Megalachne berteroana,,Nativa,Vulnerable (VU)
1163,1,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Megalachne,Megalachne masafuerana,,Nativa,En peligro crítico (CR)
306,1,Plantae,Pteridophyta,Filicopsida,Filicales,Dryopteridaceae,Megalastrum,Megalastrum inaequalifolium,Helecho,Nativa,En Peligro (EN)
160,1,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,Ballena jorobada,Nativa,Vulnerable (VU)
99,1,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Oleaceae,Menodora,Menodora linoides,Linacillo,Nativa,"En Peligro (EN), Rara"
1064,1,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Menonvillea,Menonvillea macrocarpa,,Nativa,Extinta (EX)
1165,1,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Menonvillea,Menonvillea minima,,Nativa,En Peligro (EN)
28,1,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Zygophyllaceae,Metharme,Metharme lanata,Metarma,Nativa,En Peligro (EN)
904,1,Animalia,Chordata,Reptilia,Squamata,Liolaemidae / Tropiduridae,Microlophus,Microlophus atacamensis,Corredor de Atacama,Nativa,Vulnerable (VU)
2869,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Microphyes,Microphyes robusta,,Nativa,En Peligro (EN)
1846,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Microphyes,Microphyes robustus,,Nativa,En Peligro (EN)
496,1,Plantae,Pteridophyta,Filicopsida,Filicales,Polypodiaceae,Microsorum,Microsorum scolopendria,Tía pito,Nativa,Vulnerable (VU)
497,1,Plantae,Magnoliophyta,Liliopsida,Asparagales,Alliaceae,Miersia,Miersia cornuta,,Nativa,En Peligro (EN)
1166,1,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae,Mimulus,Mimulus glabratus,,Nativa,En peligro crítico (CR)
746,1,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,Mirounga leonina,Elefante marino,Nativa,"Insuficientemente Conocida, Preocupación menor (LC), Vulnerable (VU)"
8284,1,Animalia,Arthropoda,Insecta,Diptera,Mydidae,Mitrodetus,Mitrodetus leucotrichus,Mosca de las arenas,Nativa,Vulnerable (VU)
8286,1,Animalia,Arthropoda,Insecta,Diptera,Mydidae,Mitrodetus,Mitrodetus nanoglossa,Mosca de las arenas de trompa corta,Nativa,Vulnerable (VU)
8288,1,Animalia,Arthropoda,Insecta,Blattodea,Ectobiidae,Moluchia,Moluchia brevipennis,Cucaracha,Nativa,Vulnerable (VU)
256,1,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae,Monttea,Monttea chilensis,Uvillo,Nativa,En Peligro (EN)
179,1,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Mordacia,Mordacia lapicida,Lamprea de agua dulce,Nativa,En Peligro (EN)
5082,1,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Verbenaceae,Mulguraea,Mulguraea tridens,Mata Negra,Nativa,Vulnerable (VU)
499,1,Plantae,Magnoliophyta,Magnoliopsida,Mirtales,Myrtaceae,Myrceugenia,Myrceugenia colchaguensis,Arrayán de Colchagua,Nativa,En Peligro (EN)
307,1,Plantae,Magnoliophyta,Magnoliopsida,Mirtales,Myrtaceae,Myrceugenia,Myrceugenia fernandeziana,Luma de Masatierra,Nativa,Vulnerable (VU)
308,1,Plantae,Magnoliophyta,Magnoliopsida,Mirtales,Myrtaceae,Myrceugenia,Myrceugenia schulzei,Luma de Masafuera,Nativa,En Peligro (EN)
100,1,Plantae,Magnoliophyta,Magnoliopsida,Mirtales,Myrtaceae,Myrcianthes,Myrcianthes coquimbensis,Mirciantes,Nativa,En Peligro (EN)
257,1,Plantae,Magnoliophyta,Magnoliopsida,Myricales,Myricaceae,Myrica,Myrica pavonis,Pacama,Nativa,Vulnerable (VU)
5423,1,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Nardophyllum,Nardophyllum genistoides,Desconocido,Nativa,En Peligro (EN)
180,1,Animalia,Chordata,Actinopterygii,Siluriformes,Nematogenyidae,Nematogenys,Nematogenys inermis,Bagre,Nativa,En Peligro (EN)
5424,1,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Neoholopterus,Neoholopterus antarcticus,Sierra de la estepa,Nativa,Vulnerable (VU)
505,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neoporteria,Neoporteria aspillagai,,Nativa,En Peligro (EN)
507,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neoporteria,Neoporteria castanea,Castañita,Nativa,Vulnerable (VU)
508,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neoporteria,Neoporteria chilensis,,Nativa,En Peligro (EN)
510,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neoporteria,Neoporteria curvispina var andicola,,Nativa,Vulnerable (VU)
511,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neoporteria,Neoporteria curvispina var curvispina,,Nativa,Vulnerable (VU)
512,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neoporteria,Neoporteria curvispina var engleri,,Nativa,Vulnerable (VU)
513,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neoporteria,Neoporteria curvispina var garaventai,,Nativa,Vulnerable (VU)
514,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neoporteria,Neoporteria curvispina var grandiflora,,Nativa,"En Peligro (EN), Preocupación menor (LC)"
526,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neoporteria,Neoporteria nidus,Viejito,Nativa,En Peligro (EN)
527,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neoporteria,Neoporteria occulta,,Nativa,En Peligro (EN)
530,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neoporteria,Neoporteria recondita,,Nativa,Vulnerable (VU)
532,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neoporteria,Neoporteria subgibbosa var litoralis,,Nativa,Vulnerable (VU)
534,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neoporteria,Neoporteria subgibbosa var subgibbosa,,Nativa,"Fuera de Peligro, Vulnerable (VU)"
537,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neoporteria,Neoporteria villosa,Quisco peludo,Nativa,Vulnerable (VU)
785,1,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotomys,Neotomys ebriosus,Ratón de hocico anaranjado,Nativa,Vulnerable (VU)
539,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Neowerdermannia,Neowerdermannia chilensis,Macso,Nativa,En Peligro (EN)
8289,1,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Nesocaryum,Nesocaryum stylosum,,Nativa,En peligro crítico (CR)
8290,1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Neuquenaphis,Neuquenaphis staryi,Pulgón del ruíl,Nativa,En Peligro (EN)
1065,1,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Nicotiana cordifolia,,Nativa,En peligro crítico (CR)
2756,1,Animalia,Arthropoda,Insecta,Plecoptera,Perlidae,Nigroperla,Nigroperla costalis,,Nativa,En peligro crítico (CR)
540,1,Plantae,Magnoliophyta,Magnoliopsida,Polemoniales,Nolanaceae,Nolana,Nolana balsamiflua,Suspiro,Nativa,Vulnerable (VU)
29,1,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Nothofagus,Nothofagus alessandrii,Ruil,Nativa,"En Peligro (EN), Rara"
309,1,Plantae,Pteridophyta,Filicopsida,Filicales,Adiantaceae,Notholaena,Notholaena chilensis,Helecho,Nativa,"En Peligro (EN), Rara"
542,1,Plantae,Pteridophyta,Filicopsida,Filicales,Adiantaceae,Notholaena,Notholaena sulphurea,Doradilla,Nativa,Vulnerable (VU)
543,1,Plantae,Magnoliophyta,Liliopsida,Asparagales,Alliaceae,Nothoscordum,Nothoscordum serenense,,Nativa,En Peligro (EN)
687,1,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,Numenius borealis,Zarapito boreal,Nativa,En peligro crítico (CR)
2778,1,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nycterinus,Nycterinus borealis,Cucaracho negro,Nativa,En Peligro (EN)
310,1,Plantae,Magnoliophyta,Liliopsida,Bromeliales,Bromeliaceae,Ochagavia,Ochagavia elegans,Ajo dulce,Nativa,Vulnerable (VU)
770,1,Animalia,Chordata,Mammalia,Rodentia,Octodontidae,Octodon,Octodon lunatus,Degú costino,Nativa,Vulnerable (VU)
771,1,Animalia,Chordata,Mammalia,Rodentia,Octodontidae,Octodontomys,Octodontomys gliroides,Soco,Nativa,Vulnerable (VU)
8187,1,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Ocyroe,Ocyroe armata,,Nativa,Vulnerable (VU)
181,1,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Odontesthes,Odontesthes brevianalis,Cauque del norte,Nativa,Vulnerable (VU)
182,1,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Odontesthes,Odontesthes gracilis,Pejerrey de Juan Fernández,Nativa,"Rara, Vulnerable (VU)"
183,1,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Odontesthes,Odontesthes mauleanum,Cauque,Nativa,Vulnerable (VU)
219,1,Animalia,Mollusca,Gastropoda,Stylommatophora,Succineidae,Omalonyx,Omalonyx gayana,caracol terrestre Omalonyx,Nativa,En peligro crítico (CR)
2770,1,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Oogenius,Oogenius castilloi,,Nativa,En Peligro (EN)
2771,1,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Oogenius,Oogenius penai,,Nativa,En Peligro (EN)
311,1,Plantae,Pteridophyta,Filicopsida,Ophioglossales,Ophioglossaceae,Ophioglossum,Ophioglossum fernandezianum,Helecho,Nativa,En peligro crítico (CR)
545,1,Plantae,Pteridophyta,Filicopsida,Ophioglossales,Ophioglossaceae,Ophioglossum,Ophioglossum nudicaule var robustum,,Nativa,Vulnerable (VU)
546,1,Plantae,Pteridophyta,Filicopsida,Ophioglossales,Ophioglossaceae,Ophioglossum,Ophioglossum reticulatum,Tía pito,Nativa,Vulnerable (VU)
558,1,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Oreocereus,Oreocereus australis,Arequipa,Nativa,Vulnerable (VU)
